Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6
92,97,68,-111,-102,-33
72,77,48,-91,-82,-13
52,76,49,-71,-102,-33
32,96,50,-51,-101,-13
12,95,51,-52,-81,-12
13,75,52,-53,-82,-32
14,55,32,-73,-62,-52
34,35,12,-93,-63,-72
34,35,13,-73,-83,-71
14,55,12,-74,-63,-91
34,75,13,-75,-64,-71
14,55,13,-76,-65,-72
14,75,12,-77,-45,-92
-6,55,13,-57,-25,-72
14,75,12,-37,-5,-52
13,55,12,-17,15,-32
13,35,12,-16,15,-12
13,55,12,-15,14,8
13,75,32,-16,-6,28
14,55,52,-36,-26,8
13,75,51,-16,-6,7
12,55,50,-17,14,-13
32,35,49,3,34,7
12,15,48,23,54,27
32,14,49,3,74,7
12,-6,48,-17,94,6
-8,14,28,-16,74,-14
12,13,8,-36,54,-34
-8,-7,28,-56,34,-35
12,13,8,-76,35,-55
-8,33,7,-56,36,-55
12,13,27,-76,16,-56
-8,33,26,-96,-4,-57
12,13,6,-95,-24,-58
32,-7,5,-94,-44,-59
12,-8,25,-114,-64,-39
11,12,5,-94,-63,-59
10,32,25,-93,-43,-39
30,52,24,-73,-42,-59
10,72,44,-72,-43,-39
-10,92,64,-71,-42,-59
10,112,63,-70,-62,-39
11,92,83,-71,-82,-59
-9,112,63,-70,-62,-39
11,92,43,-69,-82,-59
-9,112,63,-68,-62,-39
11,92,43,-88,-82,-59
-9,112,23,-68,-62,-39
11,92,3,-88,-63,-38
31,91,23,-68,-83,-39
51,71,3,-48,-63,-19
31,51,23,-47,-83,-20
31,50,22,-46,-63,-19
51,30,42,-66,-83,-18
52,50,62,-86,-63,-38
72,30,42,-85,-83,-58
92,10,22,-84,-63,-59
91,9,42,-64,-83,-39
71,-11,43,-84,-63,-59
51,9,23,-64,-83,-39
31,-11,3,-84,-63,-59
11,9,23,-64,-43,-39
31,-11,43,-84,-23,-59
11,9,23,-64,-3,-39
31,-11,43,-84,17,-59
11,9,44,-64,37,-79
31,29,24,-84,38,-59
32,49,4,-64,58,-39
33,48,-16,-84,78,-59
53,28,4,-83,98,-79
73,48,5,-82,118,-59
93,68,-15,-62,117,-39
73,48,5,-82,97,-59
53,68,-15,-62,77,-79
33,88,5,-42,57,-59
53,68,4,-22,37,-39
73,88,5,-42,17,-40
93,68,4,-22,-3,-60
73,88,5,-2,-23,-80
93,68,4,-22,-24,-100
73,88,24,-2,-44,-80
93,68,44,-1,-24,-100
73,69,24,19,-4,-80
93,89,44,-1,-5,-79
73,69,24,19,15,-78
93,89,44,-1,-5,-77
73,109,24,19,-4,-57
72,89,23,-1,-5,-37
71,109,43,19,-25,-17
91,89,63,-1,-45,-16
71,69,43,-2,-46,-15
91,49,63,18,-47,-35
71,29,43,-2,-27,-34
51,9,63,18,-7,-14
31,-11,43,-2,-8,-34
51,9,63,-3,-28,-54
71,29,83,-23,-29,-74
70,49,63,-43,-49,-94
90,29,83,-63,-69,-74
70,49,63,-83,-89,-94
