result
35
31
25
28
38
29
27
38
40
41
43
40
38
48
53
57
62
57
64
70
66
68
66
71
64
82
80
85
89
100
93
86
106
129
126
121
104
111
97
115
116
123
107
90
95
90
94
115
112
100
104
121
105
116
127
122
109
126
128
129
117
