result
609.0
593.0
507.0
576.0
649.0
691.0
727.0
767.0
700.0
767.0
772.0
999.0
971.0
950.0
1019.0
1093.0
1000.0
1107.0
962.0
1031.0
1105.0
990.0
1156.0
1359.0
1400.0
1404.0
1364.0
1464.0
1250.0
1098.0
1248.0
1166.0
1176.0
1383.0
1589.0
1449.0
974.0
1194.0
1110.0
1317.0
1281.0
1371.0
1260.0
1380.0
1415.0
1381.0
1578.0
1441.0
1402.0
1684.0
1641.0
1580.0
1298.0
1588.0
1435.0
1468.0
1531.0
1596.0
1521.0
1576.0
1516.0
