result
23
29
27
32
40
59
86
73
86
99
99
107
102
90
104
108
117
125
115
127
129
139
118
91
118
118
135
131
136
128
125
128
144
130
142
148
149
144
146
127
147
140
149
137
147
147
149
144
151
150
153
151
156
151
148
145
159
158
162
156
158
