Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6
47,73,79,-55,-38,-6
48,74,78,-56,-37,-5
68,75,58,-57,-37,-6
48,55,38,-57,-37,-5
28,35,37,-77,-36,-25
27,34,17,-57,-35,-26
28,54,18,-37,-55,-46
27,53,38,-38,-75,-66
26,52,58,-39,-74,-86
6,51,38,-38,-94,-106
26,50,18,-39,-114,-105
27,30,38,-59,-94,-85
7,29,58,-79,-74,-84
-13,30,57,-99,-94,-64
-12,29,77,-100,-74,-63
-13,30,57,-120,-54,-83
7,31,37,-100,-53,-63
6,30,57,-80,-73,-62
7,50,56,-60,-72,-61
6,49,55,-59,-92,-81
26,50,56,-58,-91,-82
27,70,55,-57,-111,-102
28,71,35,-37,-91,-82
29,72,34,-38,-71,-62
49,92,14,-18,-51,-42
29,93,-6,2,-50,-22
9,73,-26,1,-49,-21
29,74,-6,0,-69,-22
9,94,14,-20,-49,-21
29,95,34,-40,-69,-41
49,75,33,-39,-89,-21
48,55,53,-38,-90,-1
47,56,52,-58,-110,-2
46,57,32,-57,-90,-3
26,37,31,-37,-89,-4
25,57,32,-36,-109,-5
45,37,52,-35,-89,-6
44,17,53,-55,-69,-26
64,16,33,-54,-68,-25
63,36,53,-34,-67,-45
62,37,33,-35,-87,-44
82,57,53,-15,-86,-64
81,58,52,5,-106,-63
80,57,32,4,-86,-62
60,37,52,3,-66,-63
61,57,32,23,-65,-64
62,56,52,3,-85,-84
82,36,32,2,-85,-104
62,35,52,-18,-65,-103
63,55,51,-17,-45,-83
83,56,71,-16,-25,-82
63,55,70,-15,-26,-102
64,75,90,-14,-6,-82
84,74,89,-13,-7,-81
64,75,69,-12,-27,-61
65,95,70,-32,-7,-62
45,75,50,-31,-27,-61
46,95,30,-30,-47,-62
66,96,29,-29,-67,-82
86,76,49,-49,-87,-62
66,75,69,-69,-88,-63
65,95,70,-70,-108,-64
85,75,90,-71,-88,-84
65,95,70,-72,-89,-64
66,94,50,-73,-109,-65
67,95,30,-93,-89,-66
87,75,29,-92,-69,-86
88,55,30,-72,-49,-85
68,75,10,-73,-29,-105
48,74,30,-74,-28,-104
28,73,50,-94,-27,-84
27,93,30,-74,-47,-83
26,94,50,-73,-67,-84
27,93,30,-72,-87,-83
28,94,31,-73,-67,-82
27,114,11,-72,-47,-81
26,94,31,-71,-46,-101
46,74,11,-70,-66,-81
45,54,31,-71,-86,-101
44,55,51,-70,-106,-102
24,54,31,-71,-107,-82
44,34,11,-70,-87,-62
43,54,31,-50,-67,-42
42,34,30,-30,-47,-22
22,33,29,-10,-48,-21
21,53,49,-11,-68,-22
1,33,48,-31,-48,-23
2,53,28,-11,-28,-24
22,54,48,-12,-29,-25
23,55,28,-32,-49,-24
22,75,29,-12,-50,-44
23,74,49,-13,-70,-45
24,94,48,-33,-71,-65
25,93,68,-13,-70,-85
5,92,88,-14,-71,-65
25,72,87,-15,-91,-64
5,52,86,-35,-92,-63
4,51,66,-55,-112,-62
3,50,67,-56,-92,-61
23,51,87,-57,-93,-62
