result
54
67
53
50
75
61
62
63
53
61
70
63
64
70
58
67
60
55
61
58
66
50
60
66
79
62
65
53
73
67
60
57
59
65
71
59
64
59
53
52
65
51
60
56
59
51
63
56
56
65
67
48
60
63
57
75
49
55
62
62
