result
47
61
62
75
89
120
120
135
153
140
136
148
143
155
160
160
160
165
152
163
171
156
173
155
143
168
158
166
165
163
151
173
167
165
168
176
165
169
143
156
154
168
164
160
176
182
158
170
186
184
179
175
181
175
171
177
182
170
155
152
159
