result
18
27
44
45
52
63
54
71
70
59
87
78
75
88
91
99
100
89
110
107
125
114
116
123
120
97
110
117
107
110
109
125
111
112
98
109
117
109
132
117
116
136
142
127
139
108
150
121
122
133
123
124
99
128
121
124
117
122
109
123
114
