result
546.0
614.0
701.0
917.0
1159.0
1256.0
1204.0
1815.0
1591.0
2197.0
2191.0
2154.0
2258.0
2171.0
2224.0
2313.0
2376.0
2244.0
2389.0
2303.0
2514.0
2244.0
1810.0
2268.0
2240.0
1949.0
2165.0
2042.0
1957.0
2189.0
2241.0
2319.0
2327.0
2221.0
2364.0
2068.0
2389.0
2455.0
2205.0
2371.0
2358.0
2096.0
2222.0
2368.0
2443.0
2219.0
1996.0
2297.0
2241.0
2078.0
2389.0
2099.0
2292.0
2275.0
1983.0
1963.0
2346.0
2393.0
2334.0
1635.0
2152.0
