result
426.0
647.0
885.0
994.0
1316.0
1658.0
1649.0
1304.0
1322.0
1511.0
1648.0
1668.0
1220.0
1468.0
1621.0
1455.0
1313.0
1791.0
1197.0
1525.0
1434.0
1329.0
1705.0
1455.0
1672.0
1417.0
1384.0
1662.0
1445.0
1590.0
1490.0
1521.0
1542.0
1472.0
1550.0
1408.0
1366.0
1361.0
1485.0
1486.0
1561.0
1422.0
1459.0
1494.0
1430.0
1444.0
1572.0
1533.0
1546.0
1493.0
1535.0
1486.0
1566.0
1459.0
1453.0
1424.0
1410.0
1554.0
1469.0
1384.0
1568.0
