result
696.0
999.0
1152.0
1328.0
1360.0
1346.0
1646.0
1314.0
1480.0
1495.0
1505.0
1271.0
1399.0
1442.0
1560.0
1346.0
1140.0
1514.0
1564.0
1462.0
1454.0
1240.0
1629.0
1368.0
1570.0
1355.0
1640.0
1383.0
1533.0
1467.0
1660.0
1314.0
1591.0
1553.0
1414.0
1650.0
1587.0
1597.0
1325.0
1718.0
1521.0
1646.0
1513.0
1543.0
1407.0
1559.0
1592.0
1530.0
1614.0
1492.0
1789.0
1389.0
1612.0
1587.0
1438.0
1783.0
1596.0
1509.0
1635.0
1528.0
1711.0
