result
29
41
58
80
96
100
108
124
137
128
125
124
136
138
126
115
143
135
114
122
127
139
141
140
135
130
140
129
140
135
118
143
125
119
109
132
127
131
133
114
137
123
141
133
153
143
139
134
125
125
134
138
135
140
137
135
131
124
160
135
103
