Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6
-99,-29,96,-107,-33,23
-100,-9,95,-87,-32,3
-99,11,75,-88,-31,-17
-119,12,95,-68,-51,-16
-118,13,96,-67,-52,-17
-98,33,95,-47,-72,-18
-78,32,94,-27,-92,-19
-58,31,95,-26,-93,-18
-38,51,75,-46,-92,-17
-18,31,95,-66,-93,-16
2,30,75,-67,-73,-15
22,50,76,-87,-72,-16
42,51,56,-86,-92,-15
41,31,55,-106,-93,-14
61,51,56,-107,-113,-15
41,52,57,-87,-112,-35
42,32,58,-67,-92,-36
62,52,38,-47,-72,-35
61,53,58,-27,-73,-34
41,33,38,-28,-74,-54
21,32,58,-29,-75,-53
1,12,59,-30,-95,-52
-19,32,59,-50,-96,-51
1,52,58,-30,-97,-50
21,51,57,-10,-98,-49
1,52,58,-30,-99,-48
21,51,38,-31,-100,-47
22,50,18,-32,-120,-46
42,70,17,-12,-120,-45
43,69,-3,-13,-119,-44
23,68,-4,-14,-99,-43
3,88,16,-15,-98,-42
-17,68,15,-35,-97,-43
3,67,35,-55,-117,-63
23,66,36,-56,-118,-83
22,65,56,-57,-119,-82
42,85,57,-58,-120,-81
43,86,56,-78,-100,-101
44,87,55,-77,-99,-102
24,88,54,-97,-79,-103
44,68,55,-96,-80,-83
24,67,54,-116,-100,-82
4,68,34,-115,-80,-62
5,69,35,-95,-60,-63
-15,68,36,-75,-59,-64
5,69,35,-74,-39,-65
25,70,36,-73,-40,-66
24,69,37,-93,-39,-67
44,70,57,-73,-38,-87
43,71,37,-72,-37,-86
42,72,57,-71,-36,-87
41,71,56,-70,-56,-88
21,70,55,-69,-57,-87
20,50,56,-89,-77,-107
0,30,36,-109,-97,-106
-20,29,37,-89,-117,-105
-20,28,36,-69,-97,-106
0,27,37,-70,-96,-105
1,47,36,-71,-95,-104
-19,48,37,-91,-94,-84
-18,49,38,-92,-93,-83
2,48,37,-112,-113,-63
22,68,57,-92,-114,-83
2,69,56,-72,-115,-82
22,68,55,-52,-95,-62
2,67,56,-32,-75,-63
3,47,76,-33,-76,-83
2,67,75,-53,-77,-82
22,68,74,-54,-78,-62
2,48,73,-55,-98,-42
3,28,93,-75,-99,-41
-17,29,92,-95,-100,-21
-16,28,72,-96,-120,-22
-17,48,52,-97,-119,-23
-18,28,32,-77,-118,-24
-19,29,33,-97,-98,-25
-39,49,34,-77,-99,-26
-38,29,54,-57,-100,-46
-39,28,55,-58,-80,-45
-19,48,75,-38,-80,-46
1,49,55,-37,-60,-47
21,50,35,-17,-59,-48
41,30,34,-16,-39,-47
61,50,35,-15,-19,-67
62,30,55,-14,-20,-68
82,50,56,-13,0,-69
83,51,57,-33,20,-89
63,52,58,-53,40,-90
64,53,78,-52,20,-91
63,73,58,-51,0,-90
62,72,57,-31,1,-110
82,92,37,-30,-19,-109
83,72,38,-31,-18,-108
82,73,58,-32,-17,-107
62,72,57,-52,-16,-106
63,71,37,-53,-15,-105
64,70,36,-73,-35,-104
44,71,56,-93,-34,-103
45,51,55,-94,-54,-83
25,52,75,-95,-55,-82
