Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6
-6,-106,-28,-95,-11,-57
14,-106,-8,-94,-10,-37
34,-86,-9,-74,-30,-38
54,-66,-10,-54,-50,-58
74,-67,-11,-34,-51,-57
73,-68,-12,-33,-52,-56
93,-69,-13,-32,-72,-36
113,-49,-14,-33,-92,-56
112,-29,6,-13,-93,-76
111,-9,26,-12,-113,-96
91,11,25,-11,-112,-76
92,31,45,-31,-111,-75
72,51,44,-51,-110,-95
73,71,43,-50,-110,-115
74,91,42,-49,-109,-95
54,90,43,-48,-89,-94
34,89,23,-28,-69,-74
33,69,24,-8,-49,-54
32,68,25,12,-69,-55
31,67,24,11,-89,-35
51,66,25,10,-69,-34
31,65,26,9,-49,-14
30,64,25,-11,-29,-15
29,84,26,-12,-49,-16
30,64,27,-13,-48,-36
29,63,26,-33,-28,-37
28,62,25,-13,-27,-38
29,61,5,-33,-26,-58
28,41,4,-32,-25,-78
48,42,-16,-12,-45,-79
49,43,-15,8,-65,-99
69,42,5,-12,-85,-119
68,43,4,-11,-84,-99
67,42,5,-10,-83,-100
66,41,6,-30,-103,-120
86,61,7,-50,-104,-100
87,62,27,-51,-105,-80
86,61,28,-31,-85,-100
85,62,29,-32,-65,-80
84,61,28,-33,-66,-79
83,41,48,-34,-67,-78
82,21,28,-35,-47,-58
83,22,48,-36,-27,-57
82,21,28,-56,-26,-37
81,20,27,-57,-46,-17
80,0,28,-56,-66,-18
81,-20,48,-76,-86,-38
80,-19,49,-77,-106,-39
81,1,50,-78,-86,-40
80,21,51,-98,-66,-60
81,20,52,-78,-46,-80
80,40,51,-58,-26,-100
60,40,71,-38,-6,-120
60,20,70,-58,-26,-100
60,21,69,-38,-6,-80
40,41,68,-18,-26,-60
60,42,67,2,-6,-40
61,43,87,3,-26,-20
62,44,88,-17,-6,0
82,45,87,-16,-26,-20
62,46,88,-15,-25,0
61,26,89,-35,-24,-20
62,25,90,-34,-23,-40
82,26,70,-14,-22,-60
81,46,50,-34,-42,-40
61,26,30,-35,-43,-20
60,27,50,-55,-42,-19
61,26,49,-54,-62,-39
62,25,50,-53,-82,-38
82,26,51,-73,-102,-37
81,27,52,-93,-101,-36
61,26,53,-113,-81,-37
62,27,33,-93,-61,-57
42,28,32,-73,-41,-56
62,48,31,-53,-21,-76
42,28,51,-33,-1,-75
41,27,52,-13,-2,-76
42,26,53,-14,-22,-96
41,46,54,-15,-42,-97
42,66,55,-35,-62,-98
41,67,56,-55,-82,-99
40,47,57,-54,-83,-100
60,46,58,-74,-103,-120
40,26,57,-94,-83,-120
41,27,56,-114,-84,-100
21,28,57,-94,-64,-80
20,29,56,-74,-84,-100
40,49,57,-75,-64,-120
20,50,37,-76,-44,-100
21,70,36,-77,-24,-80
41,90,37,-57,-25,-79
40,91,17,-37,-24,-59
20,71,16,-17,-25,-39
21,51,17,-37,-45,-38
41,52,37,-17,-65,-58
40,72,38,-16,-85,-78
41,73,58,-15,-105,-98
40,74,59,-14,-104,-118
60,94,58,-13,-84,-119
61,74,78,-12,-64,-120
