result
648.0
842.0
933.0
1133.0
1062.0
1544.0
1607.0
1687.0
1322.0
2006.0
1829.0
1692.0
1776.0
2158.0
1990.0
1823.0
2389.0
2459.0
2316.0
2403.0
2404.0
2612.0
2254.0
2580.0
2468.0
2620.0
2394.0
2640.0
2125.0
2500.0
2606.0
2426.0
2054.0
2457.0
2502.0
2685.0
2253.0
2162.0
2381.0
2061.0
2351.0
2512.0
2523.0
2354.0
2645.0
2057.0
2306.0
2339.0
2418.0
2290.0
2225.0
2194.0
2668.0
2304.0
2565.0
2164.0
2343.0
2615.0
2471.0
2487.0
2630.0
