result
518.0
789.0
798.0
858.0
1090.0
1477.0
1497.0
1794.0
1655.0
1902.0
2002.0
2044.0
1713.0
1718.0
1834.0
1904.0
1922.0
2030.0
1702.0
1784.0
1829.0
1974.0
1966.0
1853.0
1948.0
2091.0
1972.0
2042.0
2017.0
1946.0
2014.0
1917.0
1861.0
1979.0
2015.0
1983.0
2076.0
2076.0
2142.0
2019.0
1904.0
1998.0
1988.0
2165.0
2204.0
2156.0
2100.0
1917.0
2163.0
2044.0
2153.0
2108.0
2049.0
2147.0
2246.0
2145.0
2148.0
2291.0
2044.0
2209.0
2097.0
