Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6
110,82,24,-92,-39,-66
90,83,4,-72,-19,-65
70,63,5,-71,-20,-45
50,62,-15,-51,-20,-25
30,42,5,-31,-19,-24
10,22,6,-30,-18,-25
-10,21,-14,-29,-38,-26
-30,22,-13,-28,-58,-27
-50,2,-12,-28,-57,-47
-49,1,8,-27,-77,-46
-69,-19,28,-26,-97,-66
-89,-39,48,-25,-96,-65
-69,-59,68,-24,-95,-64
-49,-79,48,-23,-115,-63
-29,-78,68,-22,-115,-62
-9,-98,48,-42,-114,-82
11,-97,68,-62,-94,-82
31,-117,67,-63,-74,-62
51,-97,87,-63,-54,-82
31,-77,67,-62,-34,-82
51,-76,47,-61,-14,-83
50,-56,27,-41,-15,-84
30,-57,26,-61,-35,-85
29,-37,46,-81,-55,-86
49,-57,45,-61,-54,-66
69,-37,65,-41,-53,-67
49,-36,45,-21,-52,-68
29,-16,65,-1,-51,-88
28,-36,85,-2,-52,-68
8,-16,65,18,-72,-48
-12,-36,85,19,-73,-28
-32,-16,65,39,-72,-8
-52,-36,85,59,-71,-7
-72,-16,65,79,-91,-6
-92,-17,85,99,-90,-5
-91,-18,65,79,-70,-25
-111,-19,85,59,-50,-5
-111,-18,65,79,-30,-25
-111,-19,64,78,-10,-5
-112,-18,44,98,10,-25
-112,2,45,99,30,-5
-112,-18,46,79,29,-25
-112,-17,45,59,9,-5
-112,-16,25,39,29,-25
-92,-36,45,19,9,-24
-93,-16,25,39,8,-44
-73,4,5,19,-12,-64
-93,4,25,-1,-32,-84
-73,24,5,-21,-52,-104
-74,44,-15,-41,-53,-84
-94,45,5,-42,-73,-64
-114,46,-15,-62,-74,-44
-94,47,5,-82,-74,-24
-94,48,-15,-62,-74,-4
-94,49,5,-42,-74,16
-94,50,-15,-22,-75,17
-74,51,5,-2,-95,37
-54,50,-15,18,-115,57
-34,51,5,38,-115,77
-14,52,-15,58,-95,97
6,53,5,38,-75,98
26,54,4,58,-55,99
6,53,-16,59,-35,99
26,52,-15,79,-35,99
6,53,5,59,-15,119
26,52,25,79,-16,119
6,53,45,59,4,99
7,54,65,39,3,79
27,53,66,39,2,59
7,54,86,19,1,39
-13,53,66,-1,-19,19
-14,52,46,-21,-39,-1
-34,51,26,-22,-19,19
-54,52,46,-42,1,-1
-74,51,66,-43,21,19
-94,50,46,-44,22,-1
-74,51,66,-43,23,19
-54,52,86,-63,24,-1
-34,53,66,-83,44,19
-14,54,86,-84,43,-1
6,53,66,-83,42,19
26,54,67,-63,22,-1
6,53,68,-62,2,19
-14,54,69,-82,-18,18
6,34,70,-83,-19,17
-14,14,50,-63,-20,16
6,-6,30,-64,-40,-4
26,-26,29,-63,-60,-24
46,-25,28,-62,-59,-24
66,-45,8,-82,-58,-4
46,-25,-12,-81,-57,16
66,-45,-11,-82,-56,17
67,-25,-31,-102,-55,18
68,-26,-30,-103,-35,17
69,-27,-29,-104,-34,-3
70,-47,-28,-105,-33,-23
69,-67,-8,-106,-53,-43
70,-68,-28,-107,-52,-42
69,-88,-8,-107,-51,-41
70,-108,12,-107,-50,-41
