Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6
80,26,71,-102,-91,-2
80,25,72,-102,-111,-22
81,26,71,-101,-112,-21
82,25,72,-101,-113,-41
81,24,71,-101,-114,-42
101,25,51,-102,-115,-43
81,24,50,-103,-95,-63
82,25,51,-104,-75,-83
83,26,50,-84,-55,-63
84,46,70,-64,-35,-63
85,26,71,-65,-34,-62
86,27,72,-66,-35,-63
87,28,52,-67,-15,-83
88,27,32,-47,-16,-82
108,47,31,-46,-17,-81
109,46,32,-45,-18,-61
89,26,52,-44,-38,-62
88,27,53,-24,-58,-82
87,26,54,-23,-78,-102
88,27,55,-3,-98,-103
89,47,56,-2,-78,-83
90,27,76,-1,-77,-63
70,47,96,-2,-97,-62
71,46,116,-22,-98,-82
72,45,115,-23,-99,-81
52,44,115,-24,-79,-101
53,24,95,-25,-80,-81
52,25,96,-24,-100,-61
32,24,76,-25,-80,-62
52,23,96,-26,-60,-82
32,43,76,-27,-59,-62
52,23,75,-28,-58,-63
51,43,76,-29,-78,-64
71,23,75,-49,-77,-65
91,22,55,-69,-97,-66
90,42,54,-89,-96,-86
70,41,55,-88,-95,-85
69,61,75,-87,-94,-105
49,62,55,-88,-93,-104
29,82,75,-68,-92,-84
28,62,55,-69,-91,-64
27,82,54,-70,-90,-63
26,81,34,-71,-110,-83
46,80,54,-70,-111,-103
26,60,34,-69,-91,-83
46,40,54,-49,-71,-63
47,40,74,-48,-72,-43
48,41,54,-47,-71,-42
47,42,34,-46,-51,-43
48,62,33,-45,-31,-63
47,42,53,-44,-32,-83
48,41,52,-24,-33,-82
68,40,51,-23,-34,-102
88,20,50,-22,-54,-101
68,21,30,-21,-74,-81
88,41,29,-22,-94,-61
68,21,49,-2,-114,-41
67,1,50,-1,-94,-42
66,2,51,19,-93,-43
86,1,71,18,-73,-63
66,2,72,17,-53,-83
86,22,92,16,-73,-63
66,21,72,15,-53,-43
67,41,92,-5,-33,-42
66,40,91,-25,-34,-43
86,20,71,-45,-35,-63
85,21,70,-65,-36,-62
65,1,71,-85,-37,-61
64,2,51,-84,-57,-81
65,1,50,-83,-77,-61
66,21,51,-82,-78,-41
86,22,52,-83,-98,-21
66,42,53,-82,-99,-22
67,43,73,-83,-98,-2
68,23,93,-84,-97,-3
67,24,92,-85,-96,-4
87,25,93,-86,-116,-5
86,24,73,-87,-117,-25
66,25,74,-88,-118,-26
67,26,75,-89,-119,-46
68,6,74,-69,-99,-45
69,26,73,-68,-79,-44
49,46,72,-67,-80,-64
50,26,92,-68,-100,-63
30,27,91,-69,-120,-62
31,26,90,-70,-100,-82
32,27,91,-71,-80,-102
31,28,111,-72,-60,-103
30,29,91,-92,-40,-83
30,49,90,-91,-39,-63
50,48,91,-90,-38,-43
51,47,90,-89,-58,-42
50,67,91,-90,-57,-41
49,87,90,-91,-56,-61
29,86,89,-92,-76,-41
49,66,90,-91,-77,-21
50,67,89,-90,-78,-1
51,66,109,-89,-98,-2
31,67,108,-90,-118,-3
30,66,107,-91,-98,-23
