result
514.0
529.0
597.0
793.0
570.0
802.0
898.0
1201.0
1129.0
1378.0
1173.0
1426.0
1410.0
1699.0
1591.0
1579.0
1735.0
1718.0
1670.0
1697.0
1720.0
1899.0
1819.0
1719.0
1861.0
1803.0
2030.0
1721.0
1767.0
2073.0
1801.0
1979.0
1822.0
1916.0
1705.0
1646.0
1919.0
1879.0
1879.0
1874.0
1937.0
1666.0
1863.0
1930.0
1934.0
1898.0
1821.0
1992.0
1976.0
1933.0
2058.0
2045.0
1951.0
2044.0
2038.0
2170.0
1898.0
2038.0
2033.0
2166.0
2166.0
