Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6
81,118,74,-30,-105,-96
82,119,54,-31,-85,-95
62,99,34,-51,-65,-75
61,99,35,-52,-45,-95
81,99,36,-72,-46,-115
82,119,16,-92,-26,-95
62,99,-4,-93,-27,-75
42,79,-3,-92,-28,-74
43,99,-23,-91,-48,-73
44,98,-43,-90,-68,-72
45,78,-23,-89,-67,-92
65,79,-43,-69,-66,-112
64,99,-63,-70,-86,-113
63,79,-83,-71,-106,-113
83,78,-84,-51,-105,-93
84,79,-104,-31,-85,-113
85,59,-84,-30,-65,-114
65,58,-64,-29,-65,-94
66,78,-44,-28,-66,-74
67,58,-24,-27,-67,-54
68,38,-4,-47,-87,-34
69,37,16,-27,-88,-14
68,57,-4,-7,-89,-15
88,56,16,-6,-109,-35
87,55,17,-5,-110,-55
88,75,18,-4,-111,-75
89,74,-2,-3,-112,-95
88,73,18,-2,-92,-75
68,72,19,-1,-72,-74
67,73,19,-21,-73,-54
66,93,-1,-41,-72,-34
65,94,-21,-61,-71,-14
66,95,-22,-62,-51,6
67,96,-42,-82,-31,7
68,76,-41,-102,-11,-13
67,75,-61,-103,-10,-33
87,55,-41,-104,-30,-53
86,35,-21,-105,-50,-73
85,55,-41,-106,-51,-74
65,56,-61,-107,-31,-54
64,36,-41,-108,-30,-34
63,37,-61,-88,-29,-33
62,17,-41,-68,-49,-13
61,18,-21,-67,-29,-14
62,-2,-1,-47,-28,6
61,-22,-2,-27,-29,7
81,-23,-3,-26,-49,6
82,-23,-2,-25,-69,-14
102,-3,-2,-24,-70,-34
101,17,-3,-4,-71,-54
81,16,-23,-5,-91,-55
82,17,-43,-25,-90,-75
81,18,-42,-45,-70,-76
82,38,-22,-65,-50,-77
83,37,-2,-85,-30,-97
84,57,18,-86,-10,-117
85,56,17,-87,-30,-118
65,55,-3,-107,-50,-119
85,54,-23,-87,-30,-118
86,74,-43,-67,-50,-98
66,75,-42,-66,-51,-99
65,76,-41,-46,-52,-98
85,77,-61,-66,-51,-99
84,57,-81,-67,-71,-98
83,37,-61,-66,-72,-99
84,38,-41,-65,-73,-98
64,58,-42,-85,-93,-99
63,38,-22,-105,-73,-98
64,37,-2,-106,-74,-97
84,38,18,-86,-94,-96
83,58,19,-87,-114,-95
84,57,-1,-67,-94,-115
83,56,19,-47,-93,-114
84,76,39,-27,-113,-94
64,96,19,-26,-93,-94
65,76,-1,-25,-92,-74
66,96,-21,-24,-91,-54
67,76,-41,-44,-71,-34
87,77,-21,-43,-51,-33
86,78,-41,-63,-31,-53
66,98,-61,-64,-30,-33
67,78,-81,-65,-50,-13
47,77,-82,-64,-70,-12
67,78,-102,-65,-50,8
68,77,-103,-45,-30,28
88,76,-103,-65,-50,29
89,96,-103,-45,-49,9
90,116,-83,-65,-69,-11
91,115,-63,-64,-49,-31
92,95,-43,-44,-48,-11
91,94,-63,-43,-28,9
71,74,-63,-42,-48,29
91,94,-43,-41,-28,9
90,95,-42,-21,-48,29
91,75,-22,-41,-28,9
90,76,-42,-41,-48,29
91,77,-62,-42,-28,9
71,97,-62,-22,-48,29
51,77,-42,-2,-28,49
52,97,-43,18,-29,69
