result
30
26
31
54
40
58
60
62
71
61
80
83
95
93
91
94
111
105
107
125
104
97
122
89
139
129
116
141
152
147
133
149
136
138
141
152
130
150
158
175
151
161
156
160
162
165
168
169
177
183
162
168
163
175
176
187
151
184
171
174
182
