Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6
-10,-108,-24,34,72,42
-30,-109,-4,54,73,43
-50,-89,16,74,73,44
-30,-69,15,94,74,24
-31,-70,35,95,75,4
-32,-71,15,115,76,-16
-12,-51,16,114,77,-36
8,-52,17,94,78,-16
28,-32,37,74,79,-17
27,-12,17,73,59,-18
47,8,16,93,59,-38
46,9,17,73,59,-58
45,-11,37,53,59,-57
65,9,36,33,59,-56
45,29,16,13,59,-55
65,30,17,33,59,-75
64,31,37,13,59,-74
63,51,36,-7,59,-94
62,50,16,-6,58,-93
82,49,17,-26,38,-94
81,69,16,-27,37,-114
80,68,17,-26,36,-94
60,69,18,-25,16,-74
61,68,38,-5,-4,-73
81,67,18,-25,-24,-72
61,66,19,-45,-4,-71
81,86,18,-46,-3,-70
80,85,19,-47,-23,-69
60,84,19,-46,-22,-89
60,64,19,-47,-42,-88
61,65,39,-67,-62,-87
41,45,38,-66,-82,-107
21,46,58,-86,-102,-106
22,47,57,-66,-103,-105
23,48,58,-65,-83,-104
43,49,78,-45,-63,-84
23,48,98,-25,-62,-83
22,49,78,-5,-82,-83
23,48,77,15,-62,-82
24,68,76,14,-61,-81
23,88,96,13,-41,-101
24,89,76,12,-42,-81
4,90,96,-8,-43,-61
-16,89,76,-28,-44,-62
-15,88,77,-29,-64,-42
5,68,97,-30,-63,-41
-15,69,77,-50,-83,-21
-14,68,78,-70,-84,-1
6,88,98,-69,-85,-2
5,89,78,-68,-86,-3
25,90,77,-88,-87,-23
24,70,76,-68,-67,-43
23,50,75,-48,-87,-42
22,49,74,-28,-107,-41
21,48,54,-27,-87,-61
41,47,53,-47,-88,-81
61,48,54,-27,-108,-82
41,47,53,-26,-88,-102
42,48,73,-46,-89,-103
62,47,93,-26,-90,-104
61,48,94,-25,-89,-84
60,47,74,-24,-90,-83
80,67,54,-23,-91,-82
60,66,53,-22,-111,-102
40,86,73,-23,-110,-82
41,85,74,-24,-90,-62
42,84,75,-25,-110,-61
62,85,95,-45,-90,-81
61,86,75,-46,-91,-81
62,66,55,-26,-92,-101
82,67,54,-27,-93,-81
62,66,74,-28,-94,-61
42,67,54,-29,-95,-41
41,68,55,-30,-96,-42
21,69,56,-31,-116,-43
22,70,57,-32,-117,-63
21,69,58,-33,-118,-83
41,89,38,-34,-119,-103
42,69,37,-35,-99,-104
41,68,57,-36,-100,-84
21,67,37,-37,-80,-85
22,87,57,-38,-79,-105
2,86,37,-58,-99,-85
-18,85,57,-57,-79,-65
2,65,77,-56,-80,-64
1,66,57,-55,-100,-84
21,67,37,-54,-80,-83
41,47,57,-53,-60,-63
61,48,37,-52,-59,-62
41,68,57,-51,-58,-42
21,67,58,-50,-78,-22
22,87,38,-30,-98,-23
23,86,37,-29,-78,-24
22,87,38,-28,-77,-23
23,88,58,-27,-76,-43
43,68,57,-47,-75,-63
23,69,56,-46,-95,-83
24,89,55,-66,-115,-84
23,90,75,-86,-95,-104
43,70,76,-66,-96,-84
