Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6
81,67,12,-66,-26,-29
101,47,-8,-67,-6,-28
81,48,12,-47,-26,-27
101,28,13,-48,-6,-28
81,8,33,-49,-26,-29
61,9,53,-69,-46,-30
41,8,54,-70,-66,-31
61,9,34,-50,-67,-32
81,-11,54,-70,-47,-33
101,-10,74,-90,-46,-34
102,-9,94,-70,-45,-35
102,11,114,-50,-65,-36
82,12,94,-51,-64,-35
83,11,114,-52,-63,-36
82,31,94,-53,-83,-35
102,30,114,-33,-84,-15
101,29,94,-13,-104,-35
101,28,114,-14,-105,-36
101,27,115,-34,-85,-37
100,28,116,-54,-65,-17
80,27,96,-74,-45,-37
60,28,97,-75,-25,-36
61,27,98,-55,-24,-37
81,47,78,-75,-23,-57
61,48,98,-95,-22,-37
81,47,78,-94,-42,-57
101,48,77,-93,-22,-37
102,47,78,-73,-42,-17
82,27,79,-53,-22,-16
62,28,78,-33,-42,-36
63,27,79,-32,-43,-56
62,28,59,-31,-23,-57
61,27,39,-30,-22,-37
60,7,38,-10,-42,-38
80,27,58,10,-43,-39
60,28,57,11,-42,-40
40,29,56,-9,-22,-20
41,30,76,-29,-42,-19
42,50,96,-30,-62,-39
22,51,116,-50,-82,-59
23,50,117,-70,-102,-60
3,51,117,-71,-82,-80
2,50,116,-72,-83,-100
1,30,116,-92,-103,-99
2,29,116,-72,-102,-79
1,49,116,-92,-101,-78
21,48,115,-72,-81,-98
41,47,116,-73,-61,-118
42,46,117,-53,-41,-98
62,47,118,-33,-21,-78
61,46,98,-13,-22,-77
60,45,99,-14,-23,-97
61,46,99,-15,-43,-117
60,45,99,-35,-23,-97
80,65,99,-36,-24,-96
100,66,99,-37,-44,-95
100,67,98,-38,-45,-94
100,68,99,-39,-25,-114
80,69,99,-19,-45,-94
60,68,99,-20,-65,-74
40,67,99,-40,-85,-54
41,68,99,-60,-84,-34
61,67,99,-80,-83,-35
60,68,99,-100,-63,-15
40,69,98,-120,-62,-16
20,68,118,-119,-42,-15
21,67,119,-118,-22,-35
41,68,119,-98,-21,-55
40,88,119,-78,-41,-35
40,89,119,-77,-21,-36
20,109,119,-76,-1,-16
40,109,119,-96,-2,4
60,89,118,-116,-3,24
80,109,117,-115,17,44
60,89,116,-95,-3,24
80,69,117,-75,17,44
60,89,118,-55,16,64
61,69,98,-35,-4,44
81,89,97,-55,-5,24
61,69,96,-54,-25,25
81,49,97,-53,-26,5
82,29,117,-52,-46,-15
62,28,118,-51,-47,-35
42,27,98,-50,-48,-34
22,7,97,-49,-68,-33
21,27,117,-29,-88,-13
1,28,97,-28,-108,-12
21,29,77,-27,-109,-32
1,28,97,-26,-108,-52
21,29,98,-25,-88,-72
1,28,78,-45,-89,-73
21,27,98,-25,-88,-72
41,47,78,-24,-87,-71
21,48,98,-4,-86,-70
1,47,78,-5,-85,-90
-19,46,98,-25,-65,-91
-18,45,97,-45,-64,-71
-17,44,96,-46,-63,-70
-16,43,116,-26,-62,-90
-17,44,96,-6,-82,-110
