result
29
28
34
42
51
71
72
81
82
99
106
102
105
103
109
112
109
113
106
116
134
105
109
98
130
133
134
147
150
152
157
139
135
146
121
132
145
149
156
153
144
152
149
136
143
156
144
144
139
153
159
147
128
151
159
146
183
148
159
161
165
