result
21
20
13
11
10
8
5
6
8
7
7
9
10
7
6
6
9
11
8
11
8
6
9
7
9
6
9
12
16
11
12
9
8
10
12
9
13
10
15
11
14
13
11
11
11
14
12
12
10
8
12
10
12
9
13
14
10
11
11
8
10
13
9
10
9
10
8
10
11
12
11
13
10
8
8
10
10
9
7
9
