Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6
56,41,71,-58,-18,-93
36,21,70,-38,2,-73
35,1,50,-18,22,-72
55,-19,30,-38,2,-52
75,-39,50,-18,1,-32
95,-40,30,-19,21,-33
94,-60,10,-39,1,-34
74,-60,-10,-59,-19,-54
94,-60,-30,-79,-20,-34
95,-60,-50,-59,-19,-54
75,-60,-30,-79,-18,-34
55,-60,-10,-78,-38,-54
54,-60,10,-58,-38,-34
53,-60,30,-59,-58,-54
52,-60,50,-59,-78,-34
32,-60,70,-59,-79,-54
52,-60,69,-59,-78,-34
32,-60,89,-59,-98,-54
33,-60,109,-58,-78,-34
53,-60,89,-59,-79,-54
33,-60,69,-59,-80,-34
53,-60,49,-79,-100,-54
73,-40,29,-59,-80,-34
93,-60,9,-39,-79,-54
94,-59,-11,-19,-78,-34
74,-58,-12,1,-78,-54
75,-57,-32,21,-58,-34
76,-56,-52,22,-38,-54
75,-36,-72,2,-37,-34
76,-35,-52,-18,-17,-14
77,-36,-32,2,3,6
76,-37,-12,-18,23,5
75,-36,8,2,24,-15
55,-37,28,1,4,-35
75,-36,48,-19,-16,-55
74,-37,28,-39,-17,-75
94,-37,48,-19,-16,-55
95,-17,28,-20,-36,-35
75,3,48,-40,-37,-55
55,23,49,-60,-57,-35
56,43,69,-80,-77,-15
76,63,89,-100,-78,5
96,64,109,-120,-98,25
76,84,89,-100,-78,5
56,85,69,-99,-98,25
55,86,49,-119,-118,5
54,87,48,-120,-98,4
53,67,28,-120,-78,24
52,47,8,-120,-77,4
72,27,28,-100,-57,-16
92,7,8,-99,-37,-36
93,-13,28,-119,-17,-56
73,7,8,-120,3,-76
74,7,28,-100,2,-96
75,27,8,-80,1,-95
55,47,-12,-60,-19,-94
56,67,8,-40,-18,-93
55,87,-12,-20,2,-73
54,67,8,0,-18,-93
53,47,-12,1,-38,-73
52,27,8,21,-39,-74
53,7,28,41,-38,-94
52,-13,8,21,-18,-74
51,7,28,41,2,-94
50,27,8,61,22,-74
49,47,-12,81,2,-94
69,67,8,101,-18,-74
49,87,-12,102,-19,-94
48,107,-32,103,-39,-74
28,87,-52,83,-19,-94
29,67,-32,63,1,-74
30,47,-12,43,21,-94
29,27,-13,44,1,-74
9,7,-33,43,21,-94
29,-13,-33,44,1,-74
9,7,-13,24,-19,-94
8,7,-13,25,1,-74
28,7,-13,5,21,-54
48,7,-13,-15,22,-74
49,7,-13,-16,23,-54
50,7,-13,-36,22,-34
49,7,-33,-16,2,-14
50,-13,-33,-17,1,6
49,-12,-13,-37,-19,26
50,-11,-33,-36,-20,27
49,-10,-53,-37,-40,28
29,10,-33,-17,-60,48
9,30,-53,3,-80,47
-11,31,-33,-17,-100,46
9,51,-34,-37,-99,26
8,71,-14,-17,-79,46
9,72,6,-37,-80,26
29,92,-14,-17,-60,6
9,93,-34,-37,-40,26
10,113,-54,-17,-20,6
9,114,-74,-37,0,-14
10,115,-94,-17,20,-15
-10,116,-74,-16,40,-35
10,117,-94,-17,60,-55
9,118,-74,3,40,-75
