result
11
16
26
30
38
42
44
52
58
45
49
56
56
71
56
54
57
51
44
58
52
61
57
67
51
53
55
64
65
54
52
58
64
58
60
61
64
56
61
59
68
63
46
65
58
68
57
58
60
61
55
60
64
58
68
60
54
62
60
56
