result
29
22
31
25
28
27
22
38
27
28
22
19
13
9
6
9
9
6
4
5
7
9
4
6
5
8
8
9
7
8
4
9
8
6
14
8
7
8
11
11
8
12
20
37
24
18
22
14
15
5
11
16
11
21
16
11
12
5
10
4
