result
39
41
42
65
74
117
139
151
152
134
109
116
135
129
122
132
123
147
151
142
124
117
130
150
158
141
125
126
149
145
124
141
138
121
127
132
125
142
140
141
137
123
138
140
137
143
97
136
141
127
142
117
134
134
138
144
148
144
146
134
143
