result
853.0
936.0
841.0
830.0
708.0
870.0
792.0
940.0
827.0
897.0
1008.0
1055.0
953.0
851.0
850.0
927.0
952.0
932.0
748.0
852.0
926.0
1055.0
845.0
853.0
831.0
786.0
883.0
860.0
776.0
898.0
847.0
1042.0
919.0
761.0
979.0
869.0
793.0
910.0
851.0
924.0
961.0
790.0
984.0
941.0
926.0
847.0
812.0
1071.0
855.0
959.0
828.0
827.0
849.0
850.0
901.0
888.0
996.0
873.0
910.0
752.0
880.0
