Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6
36,70,31,-59,-107,-1
16,50,32,-79,-106,-2
15,51,12,-59,-86,-1
-5,50,-8,-79,-87,-2
15,49,-28,-59,-67,-3
14,48,-48,-58,-68,-4
15,28,-28,-38,-48,-3
-5,27,-27,-18,-47,-2
15,7,-26,-19,-48,-3
14,-13,-46,-20,-47,-2
34,-12,-45,-19,-46,-3
33,-32,-44,-39,-45,-4
13,-31,-64,-19,-65,-3
-7,-32,-84,-39,-85,17
13,-33,-64,-59,-65,16
33,-34,-63,-79,-66,36
53,-35,-83,-80,-67,37
33,-15,-63,-79,-87,57
32,-16,-83,-99,-88,37
12,-36,-63,-79,-68,38
-8,-35,-83,-78,-88,58
12,-55,-63,-77,-108,57
32,-54,-83,-76,-88,58
52,-55,-63,-75,-68,38
32,-54,-83,-74,-69,39
52,-53,-63,-73,-70,39
32,-54,-62,-93,-71,19
52,-55,-63,-113,-51,18
32,-56,-83,-112,-31,38
33,-57,-63,-111,-11,39
53,-56,-83,-110,-12,38
52,-57,-63,-90,-11,58
72,-56,-83,-70,-10,78
52,-57,-63,-50,-11,58
32,-56,-83,-30,-12,78
52,-57,-63,-31,-13,77
72,-56,-83,-32,-14,57
52,-57,-63,-52,6,37
32,-56,-83,-32,5,17
52,-57,-63,-12,25,16
32,-56,-83,-32,45,15
31,-57,-63,-12,44,14
30,-56,-83,8,43,-6
50,-55,-63,-12,63,-7
30,-56,-83,-11,62,-8
50,-55,-63,-31,61,-28
30,-56,-62,-30,62,-48
50,-55,-82,-50,61,-49
30,-56,-62,-51,62,-48
10,-57,-42,-71,61,-47
30,-56,-22,-91,60,-67
31,-57,-2,-111,40,-87
32,-56,18,-110,40,-107
33,-57,38,-110,41,-106
53,-56,58,-110,61,-86
33,-57,78,-110,62,-87
13,-56,98,-111,63,-67
-7,-55,99,-112,64,-66
-27,-56,119,-113,63,-65
-7,-55,119,-93,64,-64
13,-56,119,-94,84,-84
33,-55,119,-95,64,-104
53,-56,118,-75,63,-103
33,-57,98,-76,43,-102
53,-58,78,-96,44,-82
33,-59,58,-97,45,-62
13,-58,38,-77,46,-61
12,-59,37,-57,66,-81
11,-58,17,-37,86,-101
-9,-59,-3,-36,66,-101
-10,-58,17,-35,67,-81
10,-59,18,-34,68,-61
9,-58,19,-14,69,-41
-11,-59,-1,-13,89,-42
9,-58,19,-12,69,-43
-11,-59,39,-32,49,-44
9,-58,59,-52,50,-64
-11,-59,58,-51,30,-65
-31,-58,57,-51,10,-85
-11,-59,77,-31,11,-105
9,-58,97,-30,-9,-85
-11,-59,117,-29,-10,-86
9,-58,97,-28,-30,-87
29,-59,96,-48,-50,-88
9,-39,95,-68,-70,-108
-11,-40,94,-88,-90,-109
9,-60,93,-68,-110,-89
-11,-80,73,-48,-90,-69
9,-100,53,-68,-110,-49
8,-99,52,-67,-90,-29
7,-98,72,-66,-91,-9
8,-99,71,-46,-111,11
7,-98,70,-26,-91,31
-13,-99,90,-27,-111,30
-14,-98,89,-47,-91,31
6,-99,90,-46,-71,51
7,-98,70,-26,-72,71
-13,-99,50,-25,-73,91
-33,-98,49,-5,-74,71
-13,-99,29,-4,-75,91
