Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6
16,25,110,-37,-7,-54
36,5,109,-38,-6,-34
56,4,89,-37,-5,-14
76,24,88,-17,-6,-13
75,44,87,-18,-5,-12
76,45,86,-17,-4,-11
96,46,85,-16,-3,9
95,66,105,-15,-4,-11
75,67,85,-14,-3,-31
76,66,65,-15,-2,-30
96,66,45,-35,-22,-50
95,86,25,-36,-2,-51
96,87,24,-37,-22,-50
76,86,4,-57,-42,-51
56,85,24,-58,-62,-50
55,65,4,-57,-82,-70
54,85,5,-58,-81,-71
74,86,4,-59,-101,-91
94,66,3,-58,-81,-90
74,65,-17,-78,-82,-89
73,45,3,-98,-62,-69
53,65,4,-118,-61,-49
52,64,5,-119,-41,-29
72,44,6,-99,-21,-9
92,43,7,-98,-1,-8
72,42,-13,-97,-2,-28
71,41,-33,-96,-3,-27
91,40,-13,-95,-4,-26
71,60,7,-94,-5,-46
91,61,6,-93,-25,-45
71,81,26,-113,-25,-46
72,101,25,-114,-45,-46
52,101,5,-115,-65,-66
32,101,-15,-114,-85,-67
31,81,5,-113,-105,-68
51,101,6,-112,-106,-69
50,81,5,-111,-107,-70
70,101,6,-110,-108,-71
69,81,5,-109,-88,-51
89,82,-15,-89,-68,-31
90,81,-35,-69,-48,-51
70,101,-15,-49,-47,-52
90,81,5,-69,-46,-32
70,101,6,-49,-45,-33
50,101,26,-69,-65,-34
51,100,25,-89,-64,-54
52,101,24,-69,-84,-55
53,81,4,-49,-83,-56
73,82,-16,-29,-82,-76
74,62,4,-9,-102,-96
75,61,-16,-29,-103,-95
76,81,4,-9,-104,-75
77,61,5,-29,-84,-55
97,62,6,-28,-85,-54
96,61,26,-27,-65,-34
116,41,27,-26,-45,-14
96,42,28,-25,-44,-15
97,43,8,-24,-43,-35
98,44,-12,-23,-42,-15
78,64,8,-22,-41,-16
77,65,7,-42,-41,-17
57,66,6,-62,-61,-18
37,86,5,-82,-41,-19
36,87,-15,-83,-21,-39
35,86,-14,-84,-22,-38
55,87,-13,-85,-23,-39
75,67,-12,-84,-3,-40
76,68,8,-104,-2,-20
96,69,9,-105,-22,-40
97,89,29,-85,-23,-39
77,88,49,-86,-24,-19
78,89,69,-87,-44,-18
58,109,49,-88,-43,-17
57,109,29,-89,-63,-37
37,110,28,-90,-62,-36
57,111,8,-91,-63,-56
77,91,9,-92,-64,-76
57,92,-11,-93,-84,-96
56,91,-31,-94,-104,-97
57,71,-30,-114,-105,-98
56,72,-29,-115,-106,-78
76,71,-28,-116,-107,-58
56,70,-8,-117,-107,-59
76,50,-7,-118,-87,-60
77,30,13,-119,-88,-80
78,29,33,-120,-68,-100
58,49,32,-120,-69,-99
57,48,31,-100,-70,-79
37,47,51,-80,-71,-59
36,48,52,-60,-72,-58
37,68,72,-40,-73,-38
57,48,92,-20,-74,-18
77,28,91,0,-75,-17
78,27,92,20,-95,-16
58,26,93,21,-94,-36
59,25,73,41,-93,-35
58,24,72,61,-113,-34
59,44,73,62,-112,-33
39,45,93,63,-111,-32
38,25,73,64,-111,-31
