Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6
19,63,59,-100,-27,-61
18,43,58,-80,-7,-81
19,44,57,-79,-6,-101
19,45,37,-78,-26,-81
19,65,17,-77,-46,-82
19,85,-3,-76,-66,-62
18,84,17,-75,-65,-63
-2,85,37,-74,-64,-83
-3,86,57,-94,-65,-63
17,66,77,-114,-85,-62
37,46,76,-115,-86,-63
57,26,56,-95,-106,-62
77,27,36,-75,-86,-82
97,47,16,-74,-66,-83
98,27,15,-73,-86,-63
78,47,-5,-93,-66,-62
77,46,-6,-113,-46,-42
76,45,-7,-93,-26,-22
75,44,-8,-92,-27,-21
95,43,-28,-91,-27,-1
75,63,-8,-90,-28,-1
74,43,12,-89,-29,19
73,44,32,-109,-49,-1
74,24,12,-110,-50,-21
54,44,32,-90,-30,-22
55,24,12,-70,-31,-21
54,25,-8,-71,-32,-22
74,45,12,-91,-33,-42
54,65,11,-111,-34,-43
34,64,10,-91,-35,-63
33,63,9,-71,-55,-83
32,83,-11,-72,-54,-82
52,82,9,-73,-53,-102
51,62,8,-74,-33,-101
52,63,9,-75,-32,-81
53,43,29,-95,-31,-61
54,42,28,-96,-30,-41
55,22,8,-97,-29,-21
75,2,-12,-98,-49,-22
76,22,8,-99,-29,-42
77,42,7,-98,-30,-43
97,41,-13,-78,-10,-23
117,21,7,-79,-9,-22
116,20,27,-99,-29,-2
115,21,47,-119,-28,18
95,41,67,-118,-48,19
94,42,87,-117,-68,-1
95,22,67,-116,-69,-21
94,42,66,-115,-89,-41
74,22,67,-114,-90,-61
75,42,47,-115,-70,-81
76,41,27,-95,-50,-101
77,61,26,-94,-49,-102
78,62,6,-93,-48,-103
98,82,5,-92,-47,-83
78,62,-15,-112,-48,-63
58,82,5,-111,-68,-64
57,62,4,-110,-67,-44
77,61,-16,-90,-87,-45
76,62,-36,-89,-86,-25
56,63,-16,-88,-85,-26
36,64,4,-108,-84,-6
37,84,24,-88,-64,-7
36,85,25,-87,-84,-8
56,84,5,-86,-83,-28
36,64,4,-106,-63,-48
37,65,3,-105,-62,-49
36,45,2,-104,-61,-29
37,25,-18,-103,-41,-9
36,45,-17,-102,-41,-10
35,44,-16,-82,-21,-11
36,43,-17,-102,-22,-12
56,63,-16,-82,-23,-32
55,43,-15,-62,-3,-52
54,63,-16,-42,-4,-51
55,64,-36,-22,-5,-31
54,84,-37,-2,-25,-32
74,83,-17,18,-45,-12
73,63,-18,-2,-46,-32
72,62,-19,18,-66,-33
71,61,-39,-2,-67,-53
91,41,-38,18,-66,-73
111,21,-37,-2,-65,-93
91,41,-36,-3,-85,-94
71,21,-56,-4,-84,-95
70,22,-57,-24,-104,-75
90,23,-37,-4,-84,-55
70,43,-38,-5,-83,-35
71,44,-58,-6,-82,-36
72,45,-38,-7,-81,-56
73,46,-18,-27,-61,-76
74,26,-19,-28,-41,-77
73,46,1,-48,-21,-97
74,66,21,-68,-1,-77
73,67,41,-88,-2,-78
93,87,42,-87,18,-79
73,86,62,-86,-2,-59
72,66,42,-106,-22,-39
71,67,22,-86,-23,-40
51,47,21,-106,-22,-60
