result
29
45
44
41
55
73
67
73
83
86
96
79
103
99
88
116
93
93
96
103
104
116
102
95
102
108
113
86
104
96
97
113
90
114
97
98
118
102
97
97
100
115
111
111
86
105
99
95
106
107
110
129
116
103
115
85
103
92
97
115
