result
29
46
56
72
81
99
90
97
139
149
144
137
163
117
145
132
151
122
149
192
187
144
147
153
174
176
159
173
172
182
175
186
182
195
212
197
192
140
172
179
206
174
193
188
194
189
194
181
192
185
196
184
182
198
196
196
199
213
179
194
