Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6
8,116,62,-90,-120,-28
28,96,42,-91,-119,-27
48,76,43,-71,-119,-26
47,75,63,-70,-118,-27
67,55,64,-69,-98,-28
47,54,44,-49,-97,-27
67,55,43,-29,-117,-26
66,56,42,-9,-116,-46
67,57,22,-10,-115,-66
66,77,42,-30,-114,-67
67,97,62,-50,-113,-87
68,96,42,-70,-112,-88
67,95,43,-71,-111,-68
68,96,23,-51,-110,-48
88,76,24,-31,-109,-47
89,75,25,-11,-108,-46
90,95,24,-12,-107,-45
70,75,25,-32,-87,-65
90,95,45,-33,-86,-85
70,96,25,-53,-86,-65
90,76,24,-73,-85,-64
89,77,25,-74,-84,-63
88,78,45,-75,-83,-63
68,77,46,-76,-82,-43
69,97,47,-56,-83,-23
49,98,67,-36,-103,-22
69,97,66,-16,-104,-21
68,98,65,-15,-84,-41
67,78,45,-35,-64,-42
68,77,46,-55,-63,-62
67,78,45,-75,-83,-61
66,77,46,-95,-63,-41
86,76,47,-96,-43,-21
85,77,48,-76,-44,-1
86,76,49,-77,-45,-2
66,56,50,-78,-46,18
46,55,49,-79,-47,17
45,54,50,-59,-48,-3
44,53,51,-39,-68,-23
43,73,31,-40,-69,-43
63,93,32,-60,-70,-44
83,94,33,-80,-71,-24
82,74,53,-79,-91,-25
81,75,52,-59,-92,-5
61,74,51,-58,-93,-6
81,73,52,-38,-113,-26
82,72,53,-18,-112,-6
62,71,33,-17,-111,-7
63,70,13,-37,-110,-27
64,69,14,-36,-109,-28
84,68,34,-35,-108,-8
85,69,33,-55,-107,-9
86,49,32,-54,-106,-29
85,29,12,-34,-105,-30
86,28,13,-54,-105,-10
85,29,14,-74,-106,-11
84,49,34,-54,-107,-31
85,50,35,-34,-108,-32
84,49,36,-14,-109,-52
85,69,56,-15,-108,-72
65,70,55,-16,-107,-73
64,71,35,-36,-106,-93
63,51,36,-56,-86,-94
62,52,37,-57,-85,-95
42,53,57,-58,-84,-75
41,54,58,-59,-83,-95
61,55,57,-39,-82,-75
41,75,58,-38,-102,-55
61,76,78,-58,-101,-35
60,75,98,-59,-102,-34
61,74,78,-39,-103,-14
60,75,98,-59,-104,-13
40,55,118,-58,-105,-33
60,54,98,-59,-85,-32
61,53,78,-79,-84,-52
62,52,77,-78,-83,-51
82,53,97,-98,-82,-50
81,52,77,-99,-81,-49
82,53,78,-79,-61,-48
62,52,79,-99,-62,-47
82,51,59,-79,-63,-67
62,31,39,-99,-64,-47
82,32,19,-79,-65,-46
81,52,39,-99,-85,-45
61,51,38,-79,-86,-25
62,50,58,-99,-87,-5
63,70,38,-79,-88,-4
43,90,37,-59,-89,-24
44,89,36,-39,-109,-23
45,69,56,-38,-108,-22
65,68,55,-18,-109,-42
64,48,56,-19,-110,-22
65,47,57,-20,-111,-21
64,27,77,-40,-112,-1
44,47,76,-60,-113,-21
43,48,96,-80,-114,-41
42,68,76,-100,-115,-61
41,69,75,-120,-116,-41
21,89,74,-119,-117,-42
1,69,54,-118,-97,-41
