result
39
51
62
75
87
74
103
106
98
108
141
115
126
131
144
123
150
139
155
148
133
180
148
165
165
166
152
170
173
170
166
170
173
176
173
179
165
153
157
148
156
163
159
153
148
151
170
141
153
151
145
179
153
144
167
140
154
137
162
136
148
