result
663.0
758.0
799.0
844.0
1388.0
1414.0
1553.0
1602.0
1807.0
1912.0
2009.0
2094.0
1981.0
1975.0
2075.0
1965.0
1990.0
1880.0
1612.0
1993.0
1915.0
2013.0
2017.0
2004.0
2176.0
2202.0
1889.0
2251.0
2181.0
2064.0
1924.0
2090.0
2127.0
2165.0
2319.0
2355.0
2190.0
2179.0
2343.0
2368.0
2278.0
2082.0
2376.0
2227.0
2279.0
2198.0
2207.0
2238.0
2346.0
2290.0
2360.0
2117.0
2176.0
2281.0
2460.0
2358.0
2259.0
2294.0
2268.0
2292.0
2386.0
