result
42
45
48
54
104
106
119
123
143
151
163
172
160
161
171
159
161
150
122
162
156
164
163
164
180
183
151
188
181
170
156
172
178
181
195
198
184
182
197
200
191
174
201
188
190
184
186
189
198
193
199
177
180
192
211
200
191
192
191
194
204
