result
542.0
608.0
644.0
749.0
624.0
642.0
725.0
593.0
663.0
612.0
694.0
724.0
692.0
771.0
713.0
691.0
648.0
671.0
644.0
697.0
690.0
695.0
698.0
684.0
687.0
703.0
651.0
687.0
708.0
660.0
658.0
709.0
804.0
856.0
831.0
745.0
708.0
656.0
672.0
709.0
721.0
671.0
673.0
692.0
684.0
661.0
687.0
650.0
688.0
669.0
679.0
698.0
657.0
708.0
723.0
744.0
713.0
751.0
693.0
720.0
732.0
