Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6
2,76,61,-12,-8,-78
22,56,41,-11,-9,-58
42,36,21,9,-29,-38
22,35,41,-11,-30,-58
2,34,21,-31,-50,-38
-18,35,1,-32,-70,-58
2,34,0,-12,-90,-38
3,33,-20,-32,-89,-58
4,32,-40,-31,-69,-38
5,33,-20,-11,-49,-37
6,32,0,-10,-48,-57
-14,31,20,-30,-28,-37
6,32,40,-10,-27,-17
26,31,20,10,-7,-16
6,32,40,30,-27,-36
-14,33,20,50,-7,-56
6,34,40,70,13,-76
26,35,20,90,-7,-96
6,34,40,70,13,-97
5,35,20,90,-7,-98
25,34,20,70,13,-99
5,35,40,90,-7,-79
25,34,41,70,13,-59
5,35,21,50,-7,-39
25,34,41,30,13,-59
5,35,40,10,-7,-39
25,34,60,-10,13,-59
5,35,80,-30,-7,-39
25,34,60,-50,-27,-59
5,35,80,-49,-47,-39
25,34,80,-48,-46,-19
5,35,80,-47,-45,-39
6,36,60,-27,-44,-19
5,35,80,-7,-43,-39
6,34,60,13,-42,-59
5,33,80,-7,-22,-39
6,53,60,-27,-21,-59
5,33,40,-28,-1,-39
6,34,20,-8,19,-59
7,35,0,12,-1,-39
6,34,-20,-8,19,-59
5,33,-40,12,39,-79
6,34,-20,-8,38,-99
5,35,-40,12,18,-79
25,36,-20,-8,-2,-99
5,35,-40,12,18,-79
25,34,-20,-8,19,-99
45,35,-40,12,-1,-79
25,34,-20,-8,19,-99
24,35,-40,12,-1,-79
4,34,-20,-8,19,-99
-16,35,-40,-28,39,-79
4,34,-39,-8,19,-99
-16,35,-59,-28,-1,-79
4,36,-39,-8,-21,-99
-16,35,-59,-9,-41,-79
4,34,-39,-29,-61,-99
-16,35,-59,-9,-81,-79
4,36,-39,11,-61,-78
-16,35,-19,31,-81,-98
4,34,-39,11,-101,-99
-16,35,-59,31,-81,-79
4,34,-39,11,-61,-99
-16,35,-59,-9,-81,-79
-36,34,-39,-10,-61,-80
-16,35,-59,10,-81,-79
4,34,-39,30,-61,-99
-16,35,-19,50,-81,-79
4,15,-39,30,-61,-99
-16,16,-59,50,-62,-79
4,15,-39,30,-63,-99
-16,16,-59,10,-83,-79
4,15,-39,30,-63,-99
-16,16,-59,10,-83,-79
4,-4,-39,30,-63,-99
-16,-5,-59,10,-83,-79
4,-4,-39,9,-63,-99
3,-5,-59,-11,-83,-79
23,-4,-39,-12,-63,-99
3,-5,-59,8,-83,-79
-17,-4,-39,-12,-63,-99
3,-5,-59,8,-83,-79
23,-4,-39,-12,-63,-99
43,-5,-59,8,-83,-79
23,-4,-39,-12,-63,-99
43,-5,-59,8,-83,-79
23,-4,-39,-12,-63,-99
43,-5,-59,8,-64,-79
23,-4,-39,-12,-84,-99
43,-5,-59,8,-64,-79
23,-6,-39,-12,-84,-99
3,-26,-59,8,-64,-79
-17,-27,-39,-12,-84,-99
3,-28,-59,8,-104,-79
-17,-48,-60,-12,-84,-99
3,-47,-40,-11,-64,-79
-17,-46,-20,9,-84,-99
3,-47,0,29,-64,-79
-17,-46,20,49,-84,-99
3,-47,40,29,-64,-79
